ticker,net_profit_margin,eps_ttm,eps_forward,eps_growth_fwd,pe_ratio,market_cap,sector,beta,dividend_yield,five_year_avg_dividend_yield,current_price,rsi_14,ma_50,ma_200,ma_signal,abnormal_return,52w_high,52w_low,pct_from_52w_high,net_insider_shares,tier1_score,tier2_score,tier3_score,composite_score,vix,macro_gdp_growth_rate,macro_inflation_rate_cpi,macro_policy_rate_change,macro_policy_rate_current,signal,eps_revision_pct
CRH,0.0996,5.51,6.61422,0.2004,19.37205,71351713792,Basic Materials,1.203,1.43,0.0224,106.74,63.75,114.96,112.41,BULLISH (Golden Cross),0.0072,130.92,79.76,-0.1847,0,70.0,67.4,50.0,67.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ROST,0.0943,6.61,8.08747,0.2235,33.263237,71507501056,Consumer Cyclical,0.98,0.82,0.0101,219.87,64.91,201.58,166.72,BULLISH (Golden Cross),0.0083,219.87,125.65,0.0,0,69.6,67.8,50.0,67.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
BA,0.0211,2.49,4.69741,0.8865,84.00401,164375019520,Industrials,1.096,,0.0248,209.17,53.35,225.06,218.59,BULLISH (Golden Cross),0.0434,252.15,136.59,-0.1705,0,63.5,79.5,50.0,67.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CL,0.1046,2.63,4.13578,0.5725,32.53802,68656979968,Consumer Defensive,0.264,2.49,0.0231,85.57,40.81,90.94,83.76,BULLISH (Golden Cross),0.0022,99.14,74.52,-0.1368,0,70.4,65.7,50.0,67.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
LHX,0.0735,8.53,13.61655,0.5963,41.29777,65893105664,Industrials,0.606,1.45,0.0196,352.27,45.71,353.53,298.89,BULLISH (Golden Cross),0.0165,377.17,196.84,-0.066,0,67.8,70.5,50.0,66.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
TJX,0.091,4.87,5.66613,0.1635,33.14168,179628310528,Consumer Cyclical,0.736,1.2,0.0131,161.4,62.83,155.64,143.7,BULLISH (Golden Cross),0.0056,161.73,117.69,-0.002,0,69.3,66.9,50.0,66.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
MDT,0.13,3.58,6.06219,0.6933,24.002794,110324236288,Healthcare,0.729,3.28,0.0294,85.93,46.33,94.36,92.99,BULLISH (Golden Cross),-0.0133,103.73,78.19,-0.1716,0,72.5,60.6,50.0,66.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
RTX,0.076,4.96,7.51669,0.5155,39.48589,263609073664,Industrials,0.406,1.41,0.0215,195.85,39.75,199.96,173.16,BULLISH (Golden Cross),0.0125,212.16,111.86,-0.0769,0,68.0,69.2,50.0,66.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
DE,0.103,17.74,23.2096,0.3083,31.915163,152927993856,Industrials,0.961,1.15,0.0123,566.17,40.93,579.49,505.33,BULLISH (Golden Cross),-0.0015,660.56,407.65,-0.1429,0,70.3,64.5,50.0,66.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
PCAR,0.0835,4.5,6.77025,0.5045,26.046667,61640085504,Industrials,1.046,1.14,0.0129,117.21,50.98,121.48,105.2,BULLISH (Golden Cross),0.0076,129.48,84.24,-0.0948,0,68.7,67.5,50.0,66.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
RCL,0.238,15.6,20.64055,0.3231,18.127563,77120503808,Consumer Cyclical,1.926,1.54,0.0252,282.79,57.99,298.41,301.15,BEARISH (Death Cross),0.0145,361.56,175.35,-0.2179,0,78.4,48.2,50.0,66.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SNDK,-0.1166,-7.5,87.72505,12.6967,,103043194880,Technology,1.0,,,698.0,57.86,614.97,260.87,BULLISH (Golden Cross),0.0918,772.09,29.62,-0.096,0,61.7,81.7,50.0,66.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
INTC,-0.0051,-0.06,0.99118,17.5197,,241284661248,Technology,1.375,,0.0269,48.06,56.14,46.24,35.14,BULLISH (Golden Cross),0.0795,54.32,18.13,-0.1153,0,61.7,81.7,50.0,66.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ADBE,0.2948,17.16,26.35597,0.5359,14.034383,98171199488,Technology,1.532,,0.12,240.83,28.32,265.87,328.56,BEARISH (Death Cross),-0.0197,420.68,234.84,-0.4275,0,78.4,46.8,50.0,66.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
WELL,0.0864,1.42,3.29,1.3169,140.31691,139027185664,Real Estate,0.813,1.5,0.0254,199.25,39.38,199.82,180.26,BULLISH (Golden Cross),0.0022,214.72,134.26,-0.072,0,68.9,65.7,50.0,66.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CTAS,0.1751,4.74,5.42487,0.1445,35.645573,67589398528,Industrials,0.944,1.06,0.0091,168.96,17.29,191.28,198.25,BEARISH (Death Cross),-0.0075,226.13,165.71,-0.2528,0,76.3,50.8,50.0,66.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
VZ,0.1243,4.06,5.25473,0.2943,12.158868,208205987840,Communication Services,0.281,5.64,0.0608,49.37,40.09,47.96,42.47,BULLISH (Golden Cross),-0.0185,51.38,37.75,-0.0391,0,72.1,58.8,50.0,65.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
LMT,0.0669,21.52,31.97966,0.486,28.311338,140411355136,Industrials,0.197,2.23,0.0263,609.34,30.45,631.79,507.37,BULLISH (Golden Cross),0.0068,676.7,402.57,-0.0995,0,67.3,67.3,50.0,65.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
PWR,0.0361,6.81,15.34957,1.254,83.00294,84572381184,Industrials,1.109,0.08,0.16,565.25,49.49,534.03,443.23,BULLISH (Golden Cross),0.022,578.44,239.29,-0.0228,0,64.7,72.3,50.0,65.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
LOW,0.0769,11.86,13.66556,0.1522,20.047218,133371822080,Consumer Cyclical,0.935,2.03,0.0176,237.76,48.27,259.91,245.59,BULLISH (Golden Cross),-0.0001,287.39,207.51,-0.1727,0,68.1,65.0,50.0,65.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
COP,0.1321,6.35,7.19713,0.1334,20.23307,157046128640,Energy,0.279,2.55,0.0249,128.48,69.72,113.99,96.98,BULLISH (Golden Cross),-0.0286,133.8,79.92,-0.0398,0,72.7,55.5,50.0,65.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
FDX,0.0487,18.74,22.30747,0.1904,19.402311,86757244928,Industrials,1.281,1.63,0.0181,363.6,57.96,356.15,274.59,BULLISH (Golden Cross),0.0121,386.91,193.76,-0.0603,0,65.8,69.0,50.0,65.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
PEP,0.0877,5.99,9.14393,0.5265,25.798834,211240222720,Consumer Defensive,0.375,3.66,0.03,154.54,40.3,158.14,145.13,BULLISH (Golden Cross),-0.0074,168.98,123.5,-0.0855,0,69.0,62.5,50.0,65.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
META,0.3008,23.51,35.88,0.5262,24.577414,1461615067136,Communication Services,1.279,0.37,,577.82,36.23,639.97,684.6,BEARISH (Death Cross),0.0012,788.15,483.15,-0.2669,0,78.4,43.7,50.0,65.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
MCK,0.0109,34.61,44.23371,0.2781,25.104015,107239243776,Healthcare,0.354,0.38,0.0053,868.85,14.86,907.44,798.04,BULLISH (Golden Cross),0.0016,995.69,650.26,-0.1274,0,62.6,75.5,50.0,65.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
UPS,0.0628,6.56,7.96648,0.2144,15.164177,84522909696,Industrials,1.054,6.67,0.042,99.48,55.65,106.82,94.83,BULLISH (Golden Cross),0.0039,118.35,80.05,-0.1595,0,66.9,66.3,50.0,65.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
COR,0.005,8.32,19.63689,1.3602,37.967552,61450301440,Healthcare,0.646,0.76,0.0103,315.98,25.62,349.32,325.23,BULLISH (Golden Cross),0.0014,374.11,271.94,-0.1554,0,62.1,75.5,50.0,64.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ISRG,0.2838,7.88,11.43738,0.4514,59.121826,165466456064,Healthcare,1.68,,,465.88,40.0,491.13,506.66,BEARISH (Death Cross),-0.0009,592.85,429.59,-0.2142,0,78.4,43.0,50.0,64.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AVGO,0.3657,5.14,17.83957,2.4707,60.671207,1478566215680,Technology,1.257,0.84,0.0195,311.85,38.29,324.51,326.28,BEARISH (Death Cross),-0.001,411.32,145.11,-0.2418,0,78.4,43.0,50.0,64.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CDNS,0.2094,4.06,9.41429,1.3188,68.8202,77142884352,Technology,1.025,,,279.41,40.7,293.54,321.88,BEARISH (Death Cross),-0.0015,373.37,231.64,-0.2517,0,78.4,42.8,50.0,64.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
KMI,0.1795,1.37,1.459,0.065,24.040148,73273999360,Energy,0.648,3.49,0.0558,32.94,45.39,32.16,28.11,BULLISH (Golden Cross),-0.0222,34.07,24.17,-0.0333,0,70.8,57.6,50.0,64.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
BDX,0.0801,6.12,13.51332,1.2081,25.531046,56608608256,Healthcare,0.307,2.67,0.0161,156.25,42.41,165.31,150.84,BULLISH (Golden Cross),-0.0083,184.21,126.85,-0.1518,0,68.4,62.2,50.0,64.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
HOOD,0.421,2.05,2.75233,0.3426,34.268295,63246667776,Financial Services,2.479,,,70.25,41.4,80.7,107.69,BEARISH (Death Cross),-0.0032,152.46,34.17,-0.5392,0,78.4,42.3,50.0,64.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ABBV,0.0684,2.37,16.11592,5.8,91.710976,384449347584,Healthcare,0.334,3.18,0.0365,217.35,40.01,221.79,214.06,BULLISH (Golden Cross),-0.0029,240.69,166.16,-0.097,0,67.4,64.0,50.0,64.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AMT,0.2376,5.4,6.9326,0.2838,31.98889,80867647488,Real Estate,0.907,3.99,0.0286,172.74,39.09,180.95,189.62,BEARISH (Death Cross),-0.0053,228.1,167.27,-0.2427,0,78.4,41.6,50.0,64.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
FTNT,0.2726,2.42,3.30868,0.3672,33.81405,60852727808,Technology,1.04,,,81.83,43.38,81.53,85.29,BEARISH (Death Cross),-0.0058,108.69,74.39,-0.2471,0,78.4,41.4,50.0,64.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
BLK,0.2293,35.29,61.69514,0.7482,27.387646,150332456960,Financial Services,1.487,2.38,0.0233,966.51,63.03,1033.84,1073.4,BEARISH (Death Cross),-0.0052,1190.14,799.25,-0.1879,0,78.4,41.6,50.0,64.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
JPM,0.331,20.03,23.31829,0.1642,14.692455,793709379584,Financial Services,1.059,2.04,0.024,294.29,64.47,299.18,300.69,BEARISH (Death Cross),-0.0068,334.61,207.32,-0.1205,0,78.4,41.1,50.0,64.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AON,0.2151,17.01,21.47072,0.2622,18.968842,69351014400,Financial Services,0.828,0.92,0.0075,322.65,55.57,328.55,348.07,BEARISH (Death Cross),-0.0061,397.14,309.97,-0.1876,0,78.4,41.3,50.0,64.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
BKNG,0.2008,165.47,313.24667,0.8931,25.440262,135691476992,Consumer Cyclical,1.227,0.93,,4209.6,49.58,4417.32,5110.12,BEARISH (Death Cross),-0.0086,5781.65,3862.02,-0.2719,0,78.4,40.5,50.0,64.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
TDG,0.1985,31.06,46.01462,0.4815,37.289116,65407680512,Industrials,0.918,,,1158.2,33.54,1286.63,1330.1,BEARISH (Death Cross),-0.0069,1516.55,1132.88,-0.2363,0,78.2,41.0,50.0,64.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ICE,0.3338,5.77,8.57674,0.4864,27.22357,89563652096,Financial Services,1.051,1.32,0.0123,157.08,47.54,161.64,165.87,BEARISH (Death Cross),-0.0085,186.76,144.69,-0.1589,0,78.4,40.5,50.0,64.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CTVA,0.0686,1.75,4.04466,1.3112,47.65143,56081776640,Basic Materials,0.721,0.86,0.0107,83.39,64.42,76.9,70.68,BULLISH (Golden Cross),-0.0088,83.71,54.98,-0.0038,0,67.4,62.1,50.0,64.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
TSLA,0.04,1.08,2.81043,1.6022,350.44434,1420220039168,Consumer Cyclical,1.926,,,378.46,42.81,404.84,396.74,BULLISH (Golden Cross),0.0049,489.88,221.86,-0.2274,0,65.0,66.6,50.0,64.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
MCO,0.3186,13.65,18.71478,0.371,31.802198,77271482368,Financial Services,1.442,0.94,0.008,434.1,55.9,458.15,486.24,BEARISH (Death Cross),-0.0148,538.45,393.59,-0.1938,0,78.4,38.4,50.0,63.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
BKR,0.0933,2.6,2.88235,0.1086,23.00577,59321966592,Energy,0.879,1.51,0.0239,59.81,61.03,59.71,48.86,BULLISH (Golden Cross),-0.0263,65.26,34.31,-0.0835,0,69.5,56.2,50.0,63.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
PLTR,0.3631,0.63,1.86141,1.9546,231.4762,348778070016,Technology,1.739,,,145.8,43.57,147.23,164.13,BEARISH (Death Cross),-0.0152,207.18,74.01,-0.2963,0,78.4,38.3,50.0,63.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
MA,0.4565,16.54,22.66326,0.3702,29.923819,441703104512,Financial Services,0.836,0.7,0.0053,494.94,48.64,518.03,552.39,BEARISH (Death Cross),-0.0152,597.27,477.16,-0.1713,0,78.4,38.3,50.0,63.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SPGI,0.2915,14.67,22.0785,0.505,28.755964,127736184832,Financial Services,1.221,0.91,0.0081,421.85,51.35,445.34,497.22,BEARISH (Death Cross),-0.0166,560.76,389.85,-0.2477,0,78.4,37.8,50.0,63.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
V,0.4975,10.64,14.5393,0.3665,28.081297,576069304320,Financial Services,0.791,0.89,0.0069,298.82,41.01,316.13,335.71,BEARISH (Death Cross),-0.0167,371.15,295.52,-0.1949,0,78.4,37.8,50.0,63.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ADP,0.1996,10.4,11.968,0.1508,19.34327,81362952192,Technology,0.854,3.35,0.02,201.23,43.05,220.06,264.06,BEARISH (Death Cross),-0.0154,318.79,201.23,-0.3688,0,78.3,38.2,50.0,63.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SLB,0.0945,2.35,3.3282,0.4163,21.353193,75326873600,Energy,0.709,2.3,0.0203,50.18,67.28,49.38,39.1,BULLISH (Golden Cross),-0.0284,53.5,31.0,-0.0621,0,69.6,55.5,50.0,63.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ORCL,0.2526,5.58,7.9729,0.4288,26.209679,420621746176,Technology,1.648,1.36,0.0129,146.25,35.91,154.75,217.87,BEARISH (Death Cross),-0.0171,326.9,122.02,-0.5526,0,78.4,37.6,50.0,63.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SBUX,0.0363,1.2,2.95326,1.4611,75.07916,102645235712,Consumer Cyclical,0.928,2.77,0.0226,90.1,31.44,95.49,88.61,BULLISH (Golden Cross),-0.0007,101.44,77.4,-0.1118,0,64.7,64.8,50.0,63.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
IBM,0.1565,11.15,13.40365,0.2021,21.925562,229412864000,Technology,0.706,2.77,0.0398,244.55,47.14,262.28,275.32,BEARISH (Death Cross),0.0041,313.19,215.67,-0.2192,0,74.7,44.7,50.0,63.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
OKE,0.1009,5.42,6.03755,0.1139,16.140223,55093473280,Energy,0.88,4.6,0.0555,87.48,57.81,84.45,75.28,BULLISH (Golden Cross),-0.0382,95.07,63.44,-0.0798,0,70.1,52.3,50.0,62.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
DHR,0.1465,5.02,9.1029,0.8133,38.20219,135719043072,Healthcare,0.964,0.84,0.42,191.77,58.27,206.56,209.06,BEARISH (Death Cross),0.0049,241.54,173.44,-0.206,0,73.9,45.0,50.0,62.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
NFLX,0.243,2.53,3.85331,0.523,37.5751,403255230464,Communication Services,1.714,,,95.07,52.29,87.89,107.24,BEARISH (Death Cross),-0.023,133.91,75.86,-0.2901,0,78.4,35.7,50.0,62.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
COST,0.0299,19.23,22.44116,0.167,51.99324,443793965056,Consumer Defensive,0.993,0.52,0.006,999.83,47.88,987.45,946.4,BULLISH (Golden Cross),-0.0034,1052.46,848.84,-0.05,0,64.2,63.9,50.0,62.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CRM,0.1796,7.8,14.88651,0.9085,23.820513,174094598144,Technology,1.307,0.94,,185.8,36.15,196.88,237.27,BEARISH (Death Cross),-0.0136,289.72,178.16,-0.3587,0,76.7,38.8,50.0,62.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ABT,0.1466,3.72,6.104,0.6409,27.813171,179789365248,Healthcare,0.744,2.45,0.0177,103.46,34.15,109.86,123.67,BEARISH (Death Cross),0.0027,136.16,101.88,-0.2401,0,73.9,44.2,50.0,62.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AZO,0.1247,142.88,174.7042,0.2227,24.006823,56829202432,Consumer Cyclical,0.355,,,3430.09,35.87,3627.65,3784.66,BEARISH (Death Cross),0.0131,4354.54,3244.92,-0.2123,0,72.1,47.7,50.0,62.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
WMT,0.0307,2.73,3.28421,0.203,45.483517,989933207552,Consumer Defensive,0.657,0.8,0.0129,124.17,47.1,124.14,108.71,BULLISH (Golden Cross),-0.0054,133.62,81.07,-0.0707,0,64.3,63.2,50.0,62.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
GM,0.0172,3.27,13.87495,3.2431,23.021406,70225797120,Consumer Cyclical,1.356,0.97,0.0406,75.28,56.25,78.71,67.21,BULLISH (Golden Cross),0.0012,86.18,42.05,-0.1264,0,63.1,65.4,50.0,62.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
ORLY,0.1427,2.97,3.5729,0.203,31.294613,77933174784,Consumer Cyclical,0.599,,,92.94,49.9,93.95,96.95,BEARISH (Death Cross),0.0028,107.82,87.3,-0.138,0,73.6,44.3,50.0,62.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AXP,0.1598,15.37,20.14455,0.3106,19.679571,207683584000,Financial Services,1.152,1.26,0.0111,302.48,50.75,326.64,334.42,BEARISH (Death Cross),-0.0079,384.04,229.71,-0.2124,0,75.0,40.7,50.0,62.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SNPS,0.138,6.5,17.0551,1.6239,61.67077,76789555200,Technology,1.156,,,400.86,42.32,436.96,487.17,BEARISH (Death Cross),0.0031,645.35,380.47,-0.3788,0,73.2,44.4,50.0,62.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
MRSH,0.1542,8.43,11.32672,0.3436,20.581257,84999331840,Financial Services,0.731,2.08,0.0141,173.5,54.73,178.53,190.94,BEARISH (Death Cross),-0.0047,240.91,169.17,-0.2798,0,74.5,41.8,50.0,62.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AEP,0.1636,6.66,6.8613,0.0302,19.644144,71114407936,Utilities,0.573,2.9,0.0352,130.83,45.95,126.97,115.41,BULLISH (Golden Cross),-0.0058,134.15,96.26,-0.0247,0,63.7,63.1,50.0,62.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
NOC,0.0997,29.06,30.15538,0.0377,23.859945,98957811712,Industrials,0.007,1.35,0.0154,693.37,31.59,706.77,602.76,BULLISH (Golden Cross),0.0163,768.02,449.08,-0.0972,0,59.6,70.4,50.0,61.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CVS,0.0044,1.39,8.17353,4.8802,51.870502,91726413824,Healthcare,0.464,3.7,0.0321,72.1,32.2,76.16,73.59,BULLISH (Golden Cross),0.0007,83.87,57.8,-0.1403,0,62.1,65.2,50.0,61.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
RSG,0.1289,6.86,8.04535,0.1728,32.13411,68106305536,Industrials,0.521,1.14,0.0124,220.44,40.19,221.42,223.6,BEARISH (Death Cross),0.0029,255.99,203.52,-0.1389,0,72.4,44.3,50.0,61.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
PLD,0.3614,3.56,3.34756,-0.0597,37.54635,124606603264,Real Estate,1.416,3.24,0.0272,133.66,58.45,133.69,120.0,BULLISH (Golden Cross),0.0015,141.58,86.75,-0.0559,0,61.7,65.5,50.0,61.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
INTU,0.2157,15.35,26.47723,0.7249,27.434526,117186781184,Technology,1.282,1.07,0.006,421.12,44.44,444.41,626.53,BEARISH (Death Cross),-0.0348,804.44,358.71,-0.4765,0,78.4,31.7,50.0,61.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
BSX,0.1444,1.94,3.90849,1.0147,32.280926,93071712256,Healthcare,0.7,,,62.62,30.94,76.14,94.4,BEARISH (Death Cross),-0.0068,108.14,62.62,-0.4209,0,73.7,41.1,50.0,61.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
XOM,0.0891,6.7,9.28156,0.3853,24.282091,677890752512,Energy,0.348,2.43,0.0381,162.69,63.71,150.88,122.2,BULLISH (Golden Cross),-0.0435,171.47,96.61,-0.0512,0,69.1,50.5,50.0,61.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
APP,0.6263,10.03,20.2586,1.0198,38.954636,132044087296,Communication Services,2.505,,,390.71,33.75,448.45,515.84,BEARISH (Death Cross),-0.0354,733.6,219.37,-0.4674,0,78.4,31.5,50.0,61.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
MMM,0.1303,6.0,9.38443,0.5641,24.368334,77008814080,Industrials,1.131,2.15,0.0391,146.21,44.78,157.2,157.22,BEARISH (Death Cross),-0.001,173.83,123.81,-0.1589,0,72.6,43.0,50.0,61.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
DLR,0.2085,3.59,3.40678,-0.051,50.548748,63479013376,Real Estate,1.133,2.71,0.0342,181.47,54.18,173.4,166.76,BULLISH (Golden Cross),-0.0008,181.47,132.25,0.0,0,61.7,64.7,50.0,61.4,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
PANW,0.1296,1.8,3.96848,1.2047,89.405556,131318874112,Technology,0.822,,,160.93,42.74,163.15,187.94,BEARISH (Death Cross),-0.0018,221.38,141.67,-0.2731,0,72.5,42.7,50.0,61.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SPG,0.7266,14.18,6.9125,-0.5125,13.220734,60918992896,Real Estate,1.397,4.64,0.0511,187.47,49.84,190.67,176.69,BULLISH (Golden Cross),-0.0045,201.52,133.71,-0.0697,0,61.7,63.5,50.0,61.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
SYK,0.1292,8.41,16.74228,0.9908,39.110584,125971185664,Healthcare,0.869,1.07,0.0099,328.92,42.67,357.09,368.57,BEARISH (Death Cross),-0.0049,400.53,325.22,-0.1788,0,72.5,41.7,50.0,61.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CVX,0.0666,6.62,10.05694,0.5192,30.129154,398781087744,Energy,0.658,3.44,0.0407,199.54,54.38,186.96,159.66,BULLISH (Golden Cross),-0.0401,211.15,127.97,-0.055,0,67.2,51.6,50.0,60.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
NOW,0.1316,1.67,5.01803,2.0048,62.517963,110162198528,Technology,1.019,,,104.4,35.48,111.97,161.07,BEARISH (Death Cross),-0.0084,208.94,99.41,-0.5003,0,72.7,40.5,50.0,60.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
OXY,0.0625,1.35,3.07906,1.2808,46.385185,62099951616,Energy,0.351,1.6,0.0109,62.62,64.45,52.24,45.24,BULLISH (Golden Cross),-0.039,66.24,35.34,-0.0546,0,66.9,52.0,50.0,60.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
AMZN,0.1083,7.16,9.392,0.3117,29.433659,2262330769408,Consumer Cyclical,1.42,,,210.74,51.1,215.43,224.58,BEARISH (Death Cross),0.0022,254.0,167.32,-0.1703,0,70.7,44.1,50.0,60.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
QCOM,0.1196,4.96,11.08936,1.2358,26.06653,138087546880,Technology,1.267,2.76,0.0212,129.29,44.43,139.19,156.9,BEARISH (Death Cross),-0.0047,185.53,121.81,-0.3031,0,71.7,41.8,50.0,60.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
