ticker,shares,avg_cost,cost_basis,purchase_date,strategy_id
SPG,3.18356,188.4683,600.0001,2026-03-15,03
CMCSA,19.615576,30.4274,596.8516,2026-03-15,03
JPM,2.087238,285.9533,596.8525,2026-03-15,03
